,Time,Value,Series
1206,2019-07-15 20:06:00,93.59,predicted
1207,2019-07-15 20:07:00,93.46,predicted
1208,2019-07-15 20:08:00,97.5,predicted
1209,2019-07-15 20:09:00,93.46,predicted
1210,2019-07-15 20:10:00,93.84,predicted
1211,2019-07-15 20:11:00,94.93,predicted
1212,2019-07-15 20:12:00,97.85,predicted
1213,2019-07-15 20:13:00,97.87,predicted
1214,2019-07-15 20:14:00,99.19,predicted
1215,2019-07-15 20:15:00,103.21,predicted
1216,2019-07-15 20:16:00,99.99,predicted
1217,2019-07-15 20:17:00,101.46,predicted
1218,2019-07-15 20:18:00,100.19,predicted
1219,2019-07-15 20:19:00,102.6,predicted
1220,2019-07-15 20:20:00,101.39,predicted
1221,2019-07-15 20:21:00,101.6,predicted
1222,2019-07-15 20:22:00,100.54,predicted
1223,2019-07-15 20:23:00,101.42,predicted
1224,2019-07-15 20:24:00,100.96,predicted
1225,2019-07-15 20:25:00,97.93,predicted
1226,2019-07-15 20:26:00,97.2,predicted
1227,2019-07-15 20:27:00,95.01,predicted
1228,2019-07-15 20:28:00,94.32,predicted
1229,2019-07-15 20:29:00,92.83,predicted
1230,2019-07-15 20:30:00,90.66,predicted
1231,2019-07-15 20:31:00,92.44,predicted
1232,2019-07-15 20:32:00,92.01,predicted
1233,2019-07-15 20:33:00,96.13,predicted
1234,2019-07-15 20:34:00,93.09,predicted
1235,2019-07-15 20:35:00,97.31,predicted
1236,2019-07-15 20:36:00,95.74,predicted
1237,2019-07-15 20:37:00,93.31,predicted
1238,2019-07-15 20:38:00,89.67,predicted
1239,2019-07-15 20:39:00,89.08,predicted
1240,2019-07-15 20:40:00,86.3,predicted
1241,2019-07-15 20:41:00,87.49,predicted
1242,2019-07-15 20:42:00,91.31,predicted
1243,2019-07-15 20:43:00,91.66,predicted
1244,2019-07-15 20:44:00,94.75,predicted
1245,2019-07-15 20:45:00,98.22,predicted
1246,2019-07-15 20:46:00,96.66,predicted
1247,2019-07-15 20:47:00,98.1,predicted
1248,2019-07-15 20:48:00,96.33,predicted
1249,2019-07-15 20:49:00,96.4,predicted
1250,2019-07-15 20:50:00,96.07,predicted
1251,2019-07-15 20:51:00,92.48,predicted
1252,2019-07-15 20:52:00,88.87,predicted
1253,2019-07-15 20:53:00,86.13,predicted
1254,2019-07-15 20:54:00,83.97,predicted
1255,2019-07-15 20:55:00,79.61,predicted
1256,2019-07-15 20:56:00,81.91,predicted
1257,2019-07-15 20:57:00,77.23,predicted
1258,2019-07-15 20:58:00,80.36,predicted
1259,2019-07-15 20:59:00,77.83,predicted
1260,2019-07-15 21:00:00,78.07,predicted
1261,2019-07-15 21:01:00,77.72,predicted
1262,2019-07-15 21:02:00,81.8,predicted
1263,2019-07-15 21:03:00,77.29,predicted
1264,2019-07-15 21:04:00,79.54,predicted
1265,2019-07-15 21:05:00,77.59,predicted
1266,2019-07-15 21:06:00,76.98,predicted
1267,2019-07-15 21:07:00,76.31,predicted
1268,2019-07-15 21:08:00,77.94,predicted
1269,2019-07-15 21:09:00,77.24,predicted
1270,2019-07-15 21:10:00,78.26,predicted
1271,2019-07-15 21:11:00,80.13,predicted
1272,2019-07-15 21:12:00,80.57,predicted
1273,2019-07-15 21:13:00,81.25,predicted
1274,2019-07-15 21:14:00,81.73,predicted
1275,2019-07-15 21:15:00,82.35,predicted
1276,2019-07-15 21:16:00,82.88,predicted
1277,2019-07-15 21:17:00,80.72,predicted
1278,2019-07-15 21:18:00,77.71,predicted
1279,2019-07-15 21:19:00,81.24,predicted
1280,2019-07-15 21:20:00,79.86,predicted
1281,2019-07-15 21:21:00,76.2,predicted
1282,2019-07-15 21:22:00,79.13,predicted
1283,2019-07-15 21:23:00,80.23,predicted
1284,2019-07-15 21:24:00,74.58,predicted
1285,2019-07-15 21:25:00,74.57,predicted
1286,2019-07-15 21:26:00,74.22,predicted
1287,2019-07-15 21:27:00,72.33,predicted
1288,2019-07-15 21:28:00,71.81,predicted
1289,2019-07-15 21:29:00,70.6,predicted
1290,2019-07-15 21:30:00,70.12,predicted
1291,2019-07-15 21:31:00,71.38,predicted
1292,2019-07-15 21:32:00,71.39,predicted
1293,2019-07-15 21:33:00,70.52,predicted
1294,2019-07-15 21:34:00,71.47,predicted
1295,2019-07-15 21:35:00,75.11,predicted
1296,2019-07-15 21:36:00,72.33,predicted
1297,2019-07-15 21:37:00,71.12,predicted
1298,2019-07-15 21:38:00,68.0,predicted
1299,2019-07-15 21:39:00,71.5,predicted
1300,2019-07-15 21:40:00,67.35,predicted
1301,2019-07-15 21:41:00,70.12,predicted
1302,2019-07-15 21:42:00,67.68,predicted
1303,2019-07-15 21:43:00,69.54,predicted
1304,2019-07-15 21:44:00,66.59,predicted
1305,2019-07-15 21:45:00,66.57,predicted
1306,2019-07-15 21:46:00,65.23,predicted
1307,2019-07-15 21:47:00,66.45,predicted
1308,2019-07-15 21:48:00,70.33,predicted
1309,2019-07-15 21:49:00,69.42,predicted
1310,2019-07-15 21:50:00,70.97,predicted
1311,2019-07-15 21:51:00,69.33,predicted
1312,2019-07-15 21:52:00,68.56,predicted
1313,2019-07-15 21:53:00,65.12,predicted
1314,2019-07-15 21:54:00,66.69,predicted
1315,2019-07-15 21:55:00,61.78,predicted
1316,2019-07-15 21:56:00,64.34,predicted
1317,2019-07-15 21:57:00,62.07,predicted
1318,2019-07-15 21:58:00,61.0,predicted
1319,2019-07-15 21:59:00,59.17,predicted
1320,2019-07-15 22:00:00,59.31,predicted
1321,2019-07-15 22:01:00,55.49,predicted
1322,2019-07-15 22:02:00,55.72,predicted
1323,2019-07-15 22:03:00,51.31,predicted
1324,2019-07-15 22:04:00,51.56,predicted
1325,2019-07-15 22:05:00,50.9,predicted
1326,2019-07-15 22:06:00,50.81,predicted
1327,2019-07-15 22:07:00,51.09,predicted
1328,2019-07-15 22:08:00,55.96,predicted
1329,2019-07-15 22:09:00,53.51,predicted
1330,2019-07-15 22:10:00,53.92,predicted
1331,2019-07-15 22:11:00,51.35,predicted
1332,2019-07-15 22:12:00,47.76,predicted
1333,2019-07-15 22:13:00,42.73,predicted
1334,2019-07-15 22:14:00,40.54,predicted
1335,2019-07-15 22:15:00,37.41,predicted
1336,2019-07-15 22:16:00,39.32,predicted
1337,2019-07-15 22:17:00,40.84,predicted
1338,2019-07-15 22:18:00,40.74,predicted
1339,2019-07-15 22:19:00,41.45,predicted
1340,2019-07-15 22:20:00,44.82,predicted
1341,2019-07-15 22:21:00,44.82,predicted
1342,2019-07-15 22:22:00,46.49,predicted
1343,2019-07-15 22:23:00,46.24,predicted
1344,2019-07-15 22:24:00,46.75,predicted
1345,2019-07-15 22:25:00,44.18,predicted
1346,2019-07-15 22:26:00,43.46,predicted
1347,2019-07-15 22:27:00,42.5,predicted
1348,2019-07-15 22:28:00,45.02,predicted
1349,2019-07-15 22:29:00,42.0,predicted
1350,2019-07-15 22:30:00,41.15,predicted
1351,2019-07-15 22:31:00,40.62,predicted
1352,2019-07-15 22:32:00,39.92,predicted
1353,2019-07-15 22:33:00,39.91,predicted
1354,2019-07-15 22:34:00,39.56,predicted
1355,2019-07-15 22:35:00,41.81,predicted
1356,2019-07-15 22:36:00,42.56,predicted
1357,2019-07-15 22:37:00,43.66,predicted
1358,2019-07-15 22:38:00,41.42,predicted
1359,2019-07-15 22:39:00,45.33,predicted
1360,2019-07-15 22:40:00,45.49,predicted
1361,2019-07-15 22:41:00,45.47,predicted
1362,2019-07-15 22:42:00,45.02,predicted
1363,2019-07-15 22:43:00,45.29,predicted
1364,2019-07-15 22:44:00,43.66,predicted
1365,2019-07-15 22:45:00,45.27,predicted
1366,2019-07-15 22:46:00,48.6,predicted
1367,2019-07-15 22:47:00,52.35,predicted
1368,2019-07-15 22:48:00,56.48,predicted
1369,2019-07-15 22:49:00,58.79,predicted
1370,2019-07-15 22:50:00,57.37,predicted
1371,2019-07-15 22:51:00,53.11,predicted
1372,2019-07-15 22:52:00,49.24,predicted
1373,2019-07-15 22:53:00,46.11,predicted
1374,2019-07-15 22:54:00,45.4,predicted
1375,2019-07-15 22:55:00,45.25,predicted
1376,2019-07-15 22:56:00,46.43,predicted
1377,2019-07-15 22:57:00,44.53,predicted
1378,2019-07-15 22:58:00,45.96,predicted
1379,2019-07-15 22:59:00,46.99,predicted
1380,2019-07-15 23:00:00,40.01,predicted
1381,2019-07-15 23:01:00,35.01,predicted
1382,2019-07-15 23:02:00,30.67,predicted
1383,2019-07-15 23:03:00,23.48,predicted
1384,2019-07-15 23:04:00,15.91,predicted
1385,2019-07-15 23:05:00,16.5,predicted
1386,2019-07-15 23:06:00,14.5,predicted
1387,2019-07-15 23:07:00,14.93,predicted
1388,2019-07-15 23:08:00,14.69,predicted
1389,2019-07-15 23:09:00,13.94,predicted
1390,2019-07-15 23:10:00,14.14,predicted
1391,2019-07-15 23:11:00,13.41,predicted
1392,2019-07-15 23:12:00,13.76,predicted
1393,2019-07-15 23:13:00,15.17,predicted
1394,2019-07-15 23:14:00,15.34,predicted
1395,2019-07-15 23:15:00,14.99,predicted
1396,2019-07-15 23:16:00,15.57,predicted
1397,2019-07-15 23:17:00,14.0,predicted
1398,2019-07-15 23:18:00,13.01,predicted
1399,2019-07-15 23:19:00,13.36,predicted
1400,2019-07-15 23:20:00,13.32,predicted
1401,2019-07-15 23:21:00,14.12,predicted
1402,2019-07-15 23:22:00,15.07,predicted
1403,2019-07-15 23:23:00,15.09,predicted
1404,2019-07-15 23:24:00,13.12,predicted
1405,2019-07-15 23:25:00,12.54,predicted
1406,2019-07-15 23:26:00,11.88,predicted
1407,2019-07-15 23:27:00,11.53,predicted
1408,2019-07-15 23:28:00,10.92,predicted
1409,2019-07-15 23:29:00,11.73,predicted
1410,2019-07-15 23:30:00,12.3,predicted
1411,2019-07-15 23:31:00,11.77,predicted
1412,2019-07-15 23:32:00,10.79,predicted
1413,2019-07-15 23:33:00,11.17,predicted
1414,2019-07-15 23:34:00,12.32,predicted
1415,2019-07-15 23:35:00,11.3,predicted
1416,2019-07-15 23:36:00,11.3,predicted
1417,2019-07-15 23:37:00,12.48,predicted
1418,2019-07-15 23:38:00,12.88,predicted
1419,2019-07-15 23:39:00,11.48,predicted
1420,2019-07-15 23:40:00,11.9,predicted
1421,2019-07-15 23:41:00,12.68,predicted
1422,2019-07-15 23:42:00,12.3,predicted
1423,2019-07-15 23:43:00,12.33,predicted
1424,2019-07-15 23:44:00,11.95,predicted
1425,2019-07-15 23:45:00,11.79,predicted
1426,2019-07-15 23:46:00,11.78,predicted
1427,2019-07-15 23:47:00,11.56,predicted
1428,2019-07-15 23:48:00,9.95,predicted
1429,2019-07-15 23:49:00,10.56,predicted
1430,2019-07-15 23:50:00,9.94,predicted
1431,2019-07-15 23:51:00,9.14,predicted
1432,2019-07-15 23:52:00,8.18,predicted
1433,2019-07-15 23:53:00,8.58,predicted
1434,2019-07-15 23:54:00,8.55,predicted
1435,2019-07-15 23:55:00,8.97,predicted
1436,2019-07-15 23:56:00,8.22,predicted
1437,2019-07-15 23:57:00,8.98,predicted
1438,2019-07-15 23:58:00,8.98,predicted
1439,2019-07-15 23:59:00,7.99,predicted
