Series;Time;Value
2w;2019-05-28T04:33:00+05:30;17
2w;2019-05-28T04:34:00+05:30;13.2
2w;2019-05-28T04:35:00+05:30;10.8
2w;2019-05-28T04:36:00+05:30;10.2
2w;2019-05-28T04:37:00+05:30;9.2
2w;2019-05-28T04:38:00+05:30;9.8
2w;2019-05-28T04:39:00+05:30;10.2
2w;2019-05-28T04:40:00+05:30;10.4
2w;2019-05-28T04:41:00+05:30;10.2
2w;2019-05-28T04:42:00+05:30;10.4
2w;2019-05-28T04:43:00+05:30;9.8
2w;2019-05-28T04:44:00+05:30;9.6
2w;2019-05-28T04:45:00+05:30;10.6
2w;2019-05-28T04:46:00+05:30;11.8
2w;2019-05-28T04:47:00+05:30;11.8
2w;2019-05-28T04:48:00+05:30;11.8
2w;2019-05-28T04:49:00+05:30;11
2w;2019-05-28T04:50:00+05:30;10.8
2w;2019-05-28T04:51:00+05:30;10.8
2w;2019-05-28T04:52:00+05:30;10.4
2w;2019-05-28T04:53:00+05:30;9.4
2w;2019-05-28T04:54:00+05:30;9.2
2w;2019-05-28T04:55:00+05:30;7.8
2w;2019-05-28T04:56:00+05:30;9.2
2w;2019-05-28T04:57:00+05:30;9.6
2w;2019-05-28T04:58:00+05:30;9.4
2w;2019-05-28T04:59:00+05:30;10.2
2w;2019-05-28T05:00:00+05:30;10.4
2w;2019-05-28T05:01:00+05:30;8.4
2w;2019-05-28T05:02:00+05:30;8
2w;2019-05-28T05:03:00+05:30;7.4
2w;2019-05-28T05:04:00+05:30;5.6
2w;2019-05-28T05:05:00+05:30;5.4
2w;2019-05-28T05:06:00+05:30;4.8
2w;2019-05-28T05:07:00+05:30;4.8
2w;2019-05-28T05:08:00+05:30;5.8
2w;2019-05-28T05:09:00+05:30;6.8
2w;2019-05-28T05:10:00+05:30;7.2
2w;2019-05-28T05:11:00+05:30;8
2w;2019-05-28T05:12:00+05:30;7
2w;2019-05-28T05:13:00+05:30;7
2w;2019-05-28T05:14:00+05:30;7.6
2w;2019-05-28T05:15:00+05:30;7.2
2w;2019-05-28T05:16:00+05:30;6.8
2w;2019-05-28T05:17:00+05:30;7.8
2w;2019-05-28T05:18:00+05:30;7.8
2w;2019-05-28T05:19:00+05:30;7.2
2w;2019-05-28T05:20:00+05:30;7.4
2w;2019-05-28T05:21:00+05:30;7.6
2w;2019-05-28T05:22:00+05:30;7
2w;2019-05-28T05:23:00+05:30;5.6
2w;2019-05-28T05:24:00+05:30;5
2w;2019-05-28T05:25:00+05:30;4.8
2w;2019-05-28T05:26:00+05:30;3.6
2w;2019-05-28T05:27:00+05:30;3.6
2w;2019-05-28T05:28:00+05:30;5
2w;2019-05-28T05:29:00+05:30;4.6
2w;2019-05-28T05:30:00+05:30;5.6
2w;2019-05-28T05:31:00+05:30;7.2
2w;2019-05-28T05:32:00+05:30;7.8
2w;2019-05-28T05:33:00+05:30;7.4
2w;2019-05-28T05:34:00+05:30;8
2w;2019-05-28T05:35:00+05:30;26.4
2w;2019-05-28T05:36:00+05:30;44.6
2w;2019-05-28T05:37:00+05:30;61.8
2w;2019-05-28T05:38:00+05:30;80.6
2w;2019-05-28T05:39:00+05:30;97.2
2w;2019-05-28T05:40:00+05:30;98
2w;2019-05-28T05:41:00+05:30;93.2
2w;2019-05-28T05:42:00+05:30;92.6
2w;2019-05-28T05:43:00+05:30;91.2
2w;2019-05-28T05:44:00+05:30;92.4
2w;2019-05-28T05:45:00+05:30;88.6
2w;2019-05-28T05:46:00+05:30;91.4
2w;2019-05-28T05:47:00+05:30;90.4
2w;2019-05-28T05:48:00+05:30;89.4
2w;2019-05-28T05:49:00+05:30;88
2w;2019-05-28T05:50:00+05:30;84.4
2w;2019-05-28T05:51:00+05:30;66.4
2w;2019-05-28T05:52:00+05:30;49.8
2w;2019-05-28T05:53:00+05:30;33
2w;2019-05-28T05:54:00+05:30;16.4
2w;2019-05-28T05:55:00+05:30;4.2
2w;2019-05-28T05:56:00+05:30;4.8
2w;2019-05-28T05:57:00+05:30;5.2
2w;2019-05-28T05:58:00+05:30;5.8
2w;2019-05-28T05:59:00+05:30;5.4
2w;2019-05-28T06:00:00+05:30;4.8
2w;2019-05-28T06:01:00+05:30;4.6
2w;2019-05-28T06:02:00+05:30;4
2w;2019-05-28T06:03:00+05:30;2.8
2w;2019-05-28T06:04:00+05:30;3.2
2w;2019-05-28T06:05:00+05:30;2.8
2w;2019-05-28T06:06:00+05:30;3.6
2w;2019-05-28T06:07:00+05:30;4
2w;2019-05-28T06:08:00+05:30;5.2
2w;2019-05-28T06:09:00+05:30;4.4
2w;2019-05-28T06:10:00+05:30;4.4
2w;2019-05-28T06:11:00+05:30;3.8
2w;2019-05-28T06:12:00+05:30;4.4
2w;2019-05-28T06:13:00+05:30;4.4
2w;2019-05-28T06:14:00+05:30;5.2
2w;2019-05-28T06:15:00+05:30;5.4
2w;2019-05-28T06:16:00+05:30;5
2w;2019-05-28T06:17:00+05:30;4.6
2w;2019-05-28T06:18:00+05:30;4.4
2w;2019-05-28T06:19:00+05:30;4
2w;2019-05-28T06:20:00+05:30;3.4
2w;2019-05-28T06:21:00+05:30;3.4
2w;2019-05-28T06:22:00+05:30;3.4
2w;2019-05-28T06:23:00+05:30;2.8
2w;2019-05-28T06:24:00+05:30;3
2w;2019-05-28T06:25:00+05:30;3.4
2w;2019-05-28T06:26:00+05:30;3
2w;2019-05-28T06:27:00+05:30;2.6
2w;2019-05-28T06:28:00+05:30;2.4
2w;2019-05-28T06:29:00+05:30;2.2
2w;2019-05-28T06:30:00+05:30;2.8
2w;2019-05-28T06:31:00+05:30;2.8
2w;2019-05-28T06:32:00+05:30;2.8
2w;2019-05-28T06:33:00+05:30;4.2
2w;2019-05-28T06:34:00+05:30;4.2
2w;2019-05-28T06:35:00+05:30;4
2w;2019-05-28T06:36:00+05:30;4.2
2w;2019-05-28T06:37:00+05:30;4.6
2w;2019-05-28T06:38:00+05:30;3.8
2w;2019-05-28T06:39:00+05:30;4
2w;2019-05-28T06:40:00+05:30;3.4
2w;2019-05-28T06:41:00+05:30;3.8
2w;2019-05-28T06:42:00+05:30;3.6
2w;2019-05-28T06:43:00+05:30;3.2
2w;2019-05-28T06:44:00+05:30;3
2w;2019-05-28T06:45:00+05:30;3.2
2w;2019-05-28T06:46:00+05:30;2.8
2w;2019-05-28T06:47:00+05:30;2.8
2w;2019-05-28T06:48:00+05:30;2.4
2w;2019-05-28T06:49:00+05:30;3
2w;2019-05-28T06:50:00+05:30;3.2
2w;2019-05-28T06:51:00+05:30;3.2
2w;2019-05-28T06:52:00+05:30;3
2w;2019-05-28T06:53:00+05:30;3.2
2w;2019-05-28T06:54:00+05:30;2.8
2w;2019-05-28T06:55:00+05:30;2.8
2w;2019-05-28T06:56:00+05:30;3.2
2w;2019-05-28T06:57:00+05:30;3
2w;2019-05-28T06:58:00+05:30;3.4
2w;2019-05-28T06:59:00+05:30;3.2
2w;2019-05-28T07:00:00+05:30;2.8
2w;2019-05-28T07:01:00+05:30;2.2
2w;2019-05-28T07:02:00+05:30;2.2
2w;2019-05-28T07:03:00+05:30;1.8
2w;2019-05-28T07:04:00+05:30;2.2
2w;2019-05-28T07:05:00+05:30;2.6
2w;2019-05-28T07:06:00+05:30;3
2w;2019-05-28T07:07:00+05:30;4
2w;2019-05-28T07:08:00+05:30;4.4
2w;2019-05-28T07:09:00+05:30;4
2w;2019-05-28T07:10:00+05:30;3.6
2w;2019-05-28T07:11:00+05:30;3.2
2w;2019-05-28T07:12:00+05:30;2.4
2w;2019-05-28T07:13:00+05:30;2.4
2w;2019-05-28T07:14:00+05:30;1.8
2w;2019-05-28T07:15:00+05:30;1.6
2w;2019-05-28T07:16:00+05:30;2
2w;2019-05-28T07:17:00+05:30;2.2
2w;2019-05-28T07:18:00+05:30;2
2w;2019-05-28T07:19:00+05:30;2.6
2w;2019-05-28T07:20:00+05:30;2.8
2w;2019-05-28T07:21:00+05:30;2.8
2w;2019-05-28T07:22:00+05:30;2.8
2w;2019-05-28T07:23:00+05:30;2.8
2w;2019-05-28T07:24:00+05:30;2.6
2w;2019-05-28T07:25:00+05:30;2.75
2w;2019-05-28T07:26:00+05:30;3
2w;2019-05-28T07:27:00+05:30;3.25
2w;2019-05-28T07:28:00+05:30;3.5
2w;2019-05-28T07:29:00+05:30;3
2w;2019-05-28T07:30:00+05:30;2.8
2w;2019-05-28T07:31:00+05:30;2.4
2w;2019-05-28T07:32:00+05:30;2.2
2w;2019-05-28T07:33:00+05:30;1.4
2w;2019-05-28T07:34:00+05:30;1.6
2w;2019-05-28T07:35:00+05:30;2.4
2w;2019-05-28T07:36:00+05:30;3.4
2w;2019-05-28T07:37:00+05:30;3
2w;2019-05-28T07:38:00+05:30;3.6
2w;2019-05-28T07:39:00+05:30;4
2w;2019-05-28T07:40:00+05:30;3.4
2w;2019-05-28T07:41:00+05:30;2.8
2w;2019-05-28T07:42:00+05:30;2.8
2w;2019-05-28T07:43:00+05:30;3.2
2w;2019-05-28T07:44:00+05:30;3.6
2w;2019-05-28T07:45:00+05:30;3.4
2w;2019-05-28T07:46:00+05:30;2.8
2w;2019-05-28T07:47:00+05:30;2.8
2w;2019-05-28T07:48:00+05:30;2
2w;2019-05-28T07:49:00+05:30;1.6
2w;2019-05-28T07:50:00+05:30;1.6
2w;2019-05-28T07:51:00+05:30;2.2
2w;2019-05-28T07:52:00+05:30;2.2
2w;2019-05-28T07:53:00+05:30;2
2w;2019-05-28T07:54:00+05:30;1.8
2w;2019-05-28T07:55:00+05:30;2
2w;2019-05-28T07:56:00+05:30;1.4
2w;2019-05-28T07:57:00+05:30;2.2
2w;2019-05-28T07:58:00+05:30;2.2
2w;2019-05-28T07:59:00+05:30;2.2
2w;2019-05-28T08:00:00+05:30;1.8
2w;2019-05-28T08:01:00+05:30;2
2w;2019-05-28T08:02:00+05:30;1.4
2w;2019-05-28T08:03:00+05:30;1.6
2w;2019-05-28T08:04:00+05:30;1.8
2w;2019-05-28T08:05:00+05:30;1.8
2w;2019-05-28T08:06:00+05:30;1.4
2w;2019-05-28T08:07:00+05:30;1.2
2w;2019-05-28T08:08:00+05:30;1.4
2w;2019-05-28T08:09:00+05:30;1.6
2w;2019-05-28T08:10:00+05:30;1.8
2w;2019-05-28T08:11:00+05:30;2
2w;2019-05-28T08:12:00+05:30;2.2
2w;2019-05-28T08:13:00+05:30;2.2
2w;2019-05-28T08:14:00+05:30;1.4
2w;2019-05-28T08:15:00+05:30;1.8
2w;2019-05-28T08:16:00+05:30;2.4
2w;2019-05-28T08:17:00+05:30;2.8
2w;2019-05-28T08:18:00+05:30;2.6
2w;2019-05-28T08:19:00+05:30;3
2w;2019-05-28T08:20:00+05:30;2.6
2w;2019-05-28T08:21:00+05:30;2.8
2w;2019-05-28T08:22:00+05:30;2.4
2w;2019-05-28T08:23:00+05:30;2.6
2w;2019-05-28T08:24:00+05:30;3
2w;2019-05-28T08:25:00+05:30;2.8
2w;2019-05-28T08:26:00+05:30;2.4
2w;2019-05-28T08:27:00+05:30;2.6
2w;2019-05-28T08:28:00+05:30;2.8
2w;2019-05-28T08:29:00+05:30;2.4
2w;2019-05-28T08:30:00+05:30;2.4
2w;2019-05-28T08:31:00+05:30;2
2w;2019-05-28T08:32:00+05:30;1.8
2w;2019-05-28T08:33:00+05:30;1.6
2w;2019-05-28T08:34:00+05:30;2.2
2w;2019-05-28T08:35:00+05:30;2
2w;2019-05-28T08:36:00+05:30;2.2
2w;2019-05-28T08:37:00+05:30;2.2
2w;2019-05-28T08:38:00+05:30;2.4
2w;2019-05-28T08:39:00+05:30;1.4
2w;2019-05-28T08:40:00+05:30;2.6
2w;2019-05-28T08:41:00+05:30;3
2w;2019-05-28T08:42:00+05:30;3.2
2w;2019-05-28T08:43:00+05:30;2.8
2w;2019-05-28T08:44:00+05:30;3.2
2w;2019-05-28T08:45:00+05:30;2.8
2w;2019-05-28T08:46:00+05:30;2.8
2w;2019-05-28T08:47:00+05:30;2.6
2w;2019-05-28T08:48:00+05:30;2.8
2w;2019-05-28T08:49:00+05:30;2.8
2w;2019-05-28T08:50:00+05:30;2.8
2w;2019-05-28T08:51:00+05:30;2.4
2w;2019-05-28T08:52:00+05:30;2.2
2w;2019-05-28T08:53:00+05:30;2
2w;2019-05-28T08:54:00+05:30;2.2
2w;2019-05-28T08:55:00+05:30;1.8
2w;2019-05-28T08:56:00+05:30;1.6
2w;2019-05-28T08:57:00+05:30;1.75
2w;2019-05-28T08:58:00+05:30;1.75
2w;2019-05-28T08:59:00+05:30;1.5
2w;2019-05-28T09:00:00+05:30;1.5
2w;2019-05-28T09:01:00+05:30;1.75
2w;2019-05-28T09:02:00+05:30;1.8
2w;2019-05-28T09:03:00+05:30;2.4
2w;2019-05-28T09:04:00+05:30;2.6
2w;2019-05-28T09:05:00+05:30;3.2
2w;2019-05-28T09:06:00+05:30;3.2
2w;2019-05-28T09:07:00+05:30;3
2w;2019-05-28T09:08:00+05:30;3
2w;2019-05-28T09:09:00+05:30;2.4
2w;2019-05-28T09:10:00+05:30;1.8
2w;2019-05-28T09:11:00+05:30;1.4
2w;2019-05-28T09:12:00+05:30;1.2
2w;2019-05-28T09:13:00+05:30;1.2
2w;2019-05-28T09:14:00+05:30;1.4
2w;2019-05-28T09:15:00+05:30;1.8
2w;2019-05-28T09:16:00+05:30;2.2
2w;2019-05-28T09:17:00+05:30;2.4
2w;2019-05-28T09:18:00+05:30;2
2w;2019-05-28T09:19:00+05:30;1.8
2w;2019-05-28T09:20:00+05:30;1.6
2w;2019-05-28T09:21:00+05:30;1.6
2w;2019-05-28T09:22:00+05:30;1.8
2w;2019-05-28T09:23:00+05:30;1.4
2w;2019-05-28T09:24:00+05:30;1.8
2w;2019-05-28T09:25:00+05:30;2.2
2w;2019-05-28T09:26:00+05:30;2
2w;2019-05-28T09:27:00+05:30;2.4
2w;2019-05-28T09:28:00+05:30;2.4
2w;2019-05-28T09:29:00+05:30;2.4
2w;2019-05-28T09:30:00+05:30;1.8
2w;2019-05-28T09:31:00+05:30;1.6
2w;2019-05-28T09:32:00+05:30;1.4
2w;2019-05-28T09:33:00+05:30;1.6
2w;2019-05-28T09:34:00+05:30;1.4
2w;2019-05-28T09:35:00+05:30;1.4
2w;2019-05-28T09:36:00+05:30;2.6
2w;2019-05-28T09:37:00+05:30;2.4
2w;2019-05-28T09:38:00+05:30;2.8
2w;2019-05-28T09:39:00+05:30;3.25
2w;2019-05-28T09:40:00+05:30;3.25
2w;2019-05-28T09:41:00+05:30;2.25
2w;2019-05-28T09:42:00+05:30;1.75
2w;2019-05-28T09:43:00+05:30;1.5
2w;2019-05-28T09:44:00+05:30;1.4
2w;2019-05-28T09:45:00+05:30;1.4
2w;2019-05-28T09:46:00+05:30;1.6
2w;2019-05-28T09:47:00+05:30;2.8
2w;2019-05-28T09:48:00+05:30;2.6
2w;2019-05-28T09:49:00+05:30;2.6
2w;2019-05-28T09:50:00+05:30;2.8
2w;2019-05-28T09:51:00+05:30;3
2w;2019-05-28T09:52:00+05:30;1.8
2w;2019-05-28T09:53:00+05:30;2.2
2w;2019-05-28T09:54:00+05:30;2.6
2w;2019-05-28T09:55:00+05:30;2.8
2w;2019-05-28T09:56:00+05:30;2
2w;2019-05-28T09:57:00+05:30;3
2w;2019-05-28T09:58:00+05:30;2.6
2w;2019-05-28T09:59:00+05:30;3.2
2w;2019-05-28T10:00:00+05:30;2.6
2w;2019-05-28T10:01:00+05:30;3.2
2w;2019-05-28T10:02:00+05:30;3.2
2w;2019-05-28T10:03:00+05:30;3.6
2w;2019-05-28T10:04:00+05:30;2.6
2w;2019-05-28T10:05:00+05:30;2.6
2w;2019-05-28T10:06:00+05:30;3.2
2w;2019-05-28T10:07:00+05:30;2.8
2w;2019-05-28T10:08:00+05:30;2.8
2w;2019-05-28T10:09:00+05:30;3.8
2w;2019-05-28T10:10:00+05:30;5.4
2w;2019-05-28T10:11:00+05:30;4.8
2w;2019-05-28T10:12:00+05:30;5.2
2w;2019-05-28T10:13:00+05:30;5.2
2w;2019-05-28T10:14:00+05:30;4.8
2w;2019-05-28T10:15:00+05:30;4
2w;2019-05-28T10:16:00+05:30;3.8
2w;2019-05-28T10:17:00+05:30;3.8
2w;2019-05-28T10:18:00+05:30;3.8
2w;2019-05-28T10:19:00+05:30;3.6
2w;2019-05-28T10:20:00+05:30;3.4
2w;2019-05-28T10:21:00+05:30;3.4
2w;2019-05-28T10:22:00+05:30;3
2w;2019-05-28T10:23:00+05:30;3.4
2w;2019-05-28T10:24:00+05:30;3.4
2w;2019-05-28T10:25:00+05:30;4
2w;2019-05-28T10:26:00+05:30;4.6
2w;2019-05-28T10:27:00+05:30;5.4
2w;2019-05-28T10:28:00+05:30;4.8
2w;2019-05-28T10:29:00+05:30;5.4
2w;2019-05-28T10:30:00+05:30;5.4
2w;2019-05-28T10:31:00+05:30;5
2w;2019-05-28T10:32:00+05:30;4
2w;2019-05-28T10:33:00+05:30;4.2
2w;2019-05-28T10:34:00+05:30;3.6
2w;2019-05-28T10:35:00+05:30;3.4
2w;2019-05-28T10:36:00+05:30;4
2w;2019-05-28T10:37:00+05:30;5.2
2w;2019-05-28T10:38:00+05:30;6
2w;2019-05-28T10:39:00+05:30;6.6
2w;2019-05-28T10:40:00+05:30;6.8
2w;2019-05-28T10:41:00+05:30;7.8
2w;2019-05-28T10:42:00+05:30;6.8
2w;2019-05-28T10:43:00+05:30;6.6
2w;2019-05-28T10:44:00+05:30;6.4
2w;2019-05-28T10:45:00+05:30;6
2w;2019-05-28T10:46:00+05:30;5.4
2w;2019-05-28T10:47:00+05:30;7
2w;2019-05-28T10:48:00+05:30;7.8
2w;2019-05-28T10:49:00+05:30;8.8
2w;2019-05-28T10:50:00+05:30;8.6
2w;2019-05-28T10:51:00+05:30;9.2
2w;2019-05-28T10:52:00+05:30;10.4
2w;2019-05-28T10:53:00+05:30;9.6
2w;2019-05-28T10:54:00+05:30;9.2
2w;2019-05-28T10:55:00+05:30;11.4
2w;2019-05-28T10:56:00+05:30;10.8
2w;2019-05-28T10:57:00+05:30;8.8
2w;2019-05-28T10:58:00+05:30;9
2w;2019-05-28T10:59:00+05:30;9.4
2w;2019-05-28T11:00:00+05:30;8.4
2w;2019-05-28T11:01:00+05:30;9.4
2w;2019-05-28T11:02:00+05:30;10.4
2w;2019-05-28T11:03:00+05:30;11.6
2w;2019-05-28T11:04:00+05:30;11.2
2w;2019-05-28T11:05:00+05:30;11
2w;2019-05-28T11:06:00+05:30;10.6
2w;2019-05-28T11:07:00+05:30;10
2w;2019-05-28T11:08:00+05:30;10
2w;2019-05-28T11:09:00+05:30;10.6
2w;2019-05-28T11:10:00+05:30;10
2w;2019-05-28T11:11:00+05:30;10
2w;2019-05-28T11:12:00+05:30;9.4
2w;2019-05-28T11:13:00+05:30;8
2w;2019-05-28T11:14:00+05:30;7.6
2w;2019-05-28T11:15:00+05:30;8.6
2w;2019-05-28T11:16:00+05:30;8
2w;2019-05-28T11:17:00+05:30;9.2
2w;2019-05-28T11:18:00+05:30;10.6
2w;2019-05-28T11:19:00+05:30;10.4
2w;2019-05-28T11:20:00+05:30;10
2w;2019-05-28T11:21:00+05:30;11.2
2w;2019-05-28T11:22:00+05:30;11.8
2w;2019-05-28T11:23:00+05:30;12.4
2w;2019-05-28T11:24:00+05:30;12.4
2w;2019-05-28T11:25:00+05:30;13.6
2w;2019-05-28T11:26:00+05:30;11.8
2w;2019-05-28T11:27:00+05:30;11.8
2w;2019-05-28T11:28:00+05:30;12.2
2w;2019-05-28T11:29:00+05:30;14.2
2w;2019-05-28T11:30:00+05:30;14.2
2w;2019-05-28T11:31:00+05:30;17.6
2w;2019-05-28T11:32:00+05:30;17.2
2w;2019-05-28T11:33:00+05:30;17.2
2w;2019-05-28T11:34:00+05:30;16.8
2w;2019-05-28T11:35:00+05:30;16.2
2w;2019-05-28T11:36:00+05:30;14.8
2w;2019-05-28T11:37:00+05:30;15.2
2w;2019-05-28T11:38:00+05:30;13
2w;2019-05-28T11:39:00+05:30;14.8
2w;2019-05-28T11:40:00+05:30;17
2w;2019-05-28T11:41:00+05:30;17.6
2w;2019-05-28T11:42:00+05:30;18.8
2w;2019-05-28T11:43:00+05:30;20.4
2w;2019-05-28T11:44:00+05:30;20
2w;2019-05-28T11:45:00+05:30;19.6
2w;2019-05-28T11:46:00+05:30;20.2
2w;2019-05-28T11:47:00+05:30;19
2w;2019-05-28T11:48:00+05:30;21.8
2w;2019-05-28T11:49:00+05:30;20
2w;2019-05-28T11:50:00+05:30;20.8
2w;2019-05-28T11:51:00+05:30;21.4
2w;2019-05-28T11:52:00+05:30;22.8
2w;2019-05-28T11:53:00+05:30;20.6
2w;2019-05-28T11:54:00+05:30;22.2
2w;2019-05-28T11:55:00+05:30;22.2
2w;2019-05-28T11:56:00+05:30;21.6
2w;2019-05-28T11:57:00+05:30;21.6
2w;2019-05-28T11:58:00+05:30;23.2
2w;2019-05-28T11:59:00+05:30;23
2w;2019-05-28T12:00:00+05:30;22
2w;2019-05-28T12:01:00+05:30;23.4
2w;2019-05-28T12:02:00+05:30;22.2
2w;2019-05-28T12:03:00+05:30;20
2w;2019-05-28T12:04:00+05:30;20.6
2w;2019-05-28T12:05:00+05:30;21.2
2w;2019-05-28T12:06:00+05:30;20.4
2w;2019-05-28T12:07:00+05:30;22.4
2w;2019-05-28T12:08:00+05:30;25
2w;2019-05-28T12:09:00+05:30;25.2
2w;2019-05-28T12:10:00+05:30;26
2w;2019-05-28T12:11:00+05:30;25.2
2w;2019-05-28T12:12:00+05:30;24
2w;2019-05-28T12:13:00+05:30;22.4
2w;2019-05-28T12:14:00+05:30;24.6
2w;2019-05-28T12:15:00+05:30;23.2
2w;2019-05-28T12:16:00+05:30;24.2
2w;2019-05-28T12:17:00+05:30;24
2w;2019-05-28T12:18:00+05:30;26.2
2w;2019-05-28T12:19:00+05:30;24.4
2w;2019-05-28T12:20:00+05:30;25.4
2w;2019-05-28T12:21:00+05:30;24.2
2w;2019-05-28T12:22:00+05:30;25.6
2w;2019-05-28T12:23:00+05:30;24
2w;2019-05-28T12:24:00+05:30;24.6
2w;2019-05-28T12:25:00+05:30;25.8
2w;2019-05-28T12:26:00+05:30;27.8
2w;2019-05-28T12:27:00+05:30;27.8
2w;2019-05-28T12:28:00+05:30;29.2
2w;2019-05-28T12:29:00+05:30;27
2w;2019-05-28T12:30:00+05:30;25.6
2w;2019-05-28T12:31:00+05:30;25.6
2w;2019-05-28T12:32:00+05:30;26.4
2w;2019-05-28T12:33:00+05:30;27.6
2w;2019-05-28T12:34:00+05:30;29.4
2w;2019-05-28T12:35:00+05:30;30.2
2w;2019-05-28T12:36:00+05:30;31.6
2w;2019-05-28T12:37:00+05:30;31
2w;2019-05-28T12:38:00+05:30;29.2
2w;2019-05-28T12:39:00+05:30;29
2w;2019-05-28T12:40:00+05:30;29.4
2w;2019-05-28T12:41:00+05:30;28.2
2w;2019-05-28T12:42:00+05:30;28
2w;2019-05-28T12:43:00+05:30;28.4
2w;2019-05-28T12:44:00+05:30;29.2
2w;2019-05-28T12:45:00+05:30;31.6
2w;2019-05-28T12:46:00+05:30;31.6
2w;2019-05-28T12:47:00+05:30;33
2w;2019-05-28T12:48:00+05:30;34
2w;2019-05-28T12:49:00+05:30;31.4
2w;2019-05-28T12:50:00+05:30;30.2
2w;2019-05-28T12:51:00+05:30;30.8
2w;2019-05-28T12:52:00+05:30;31.6
2w;2019-05-28T12:53:00+05:30;32
2w;2019-05-28T12:54:00+05:30;34.2
2w;2019-05-28T12:55:00+05:30;32.4
2w;2019-05-28T12:56:00+05:30;31
2w;2019-05-28T12:57:00+05:30;30.2
2w;2019-05-28T12:58:00+05:30;28.4
2w;2019-05-28T12:59:00+05:30;29.4
2w;2019-05-28T13:00:00+05:30;27.8
2w;2019-05-28T13:01:00+05:30;30
2w;2019-05-28T13:02:00+05:30;30.6
2w;2019-05-28T13:03:00+05:30;32
2w;2019-05-28T13:04:00+05:30;33.4
2w;2019-05-28T13:05:00+05:30;33.8
2w;2019-05-28T13:06:00+05:30;33.2
2w;2019-05-28T13:07:00+05:30;30.8
2w;2019-05-28T13:08:00+05:30;30.4
2w;2019-05-28T13:09:00+05:30;30.6
2w;2019-05-28T13:10:00+05:30;33.4
2w;2019-05-28T13:11:00+05:30;32.2
2w;2019-05-28T13:12:00+05:30;36
2w;2019-05-28T13:13:00+05:30;35.8
2w;2019-05-28T13:14:00+05:30;36
2w;2019-05-28T13:15:00+05:30;36.6
2w;2019-05-28T13:16:00+05:30;37.2
2w;2019-05-28T13:17:00+05:30;34.2
2w;2019-05-28T13:18:00+05:30;34.2
2w;2019-05-28T13:19:00+05:30;32
2w;2019-05-28T13:20:00+05:30;30.2
2w;2019-05-28T13:21:00+05:30;31.2
2w;2019-05-28T13:22:00+05:30;33
2w;2019-05-28T13:23:00+05:30;32.8
2w;2019-05-28T13:24:00+05:30;31.4
2w;2019-05-28T13:25:00+05:30;33.4
2w;2019-05-28T13:26:00+05:30;32.8
2w;2019-05-28T13:27:00+05:30;31.6
2w;2019-05-28T13:28:00+05:30;33.8
2w;2019-05-28T13:29:00+05:30;37.4
2w;2019-05-28T13:30:00+05:30;36
2w;2019-05-28T13:31:00+05:30;38.6
2w;2019-05-28T13:32:00+05:30;38.8
2w;2019-05-28T13:33:00+05:30;34.4
2w;2019-05-28T13:34:00+05:30;31.2
2w;2019-05-28T13:35:00+05:30;32.6
2w;2019-05-28T13:36:00+05:30;31
2w;2019-05-28T13:37:00+05:30;31.8
2w;2019-05-28T13:38:00+05:30;35.8
2w;2019-05-28T13:39:00+05:30;40
2w;2019-05-28T13:40:00+05:30;40.4
2w;2019-05-28T13:41:00+05:30;41.4
2w;2019-05-28T13:42:00+05:30;41.8
2w;2019-05-28T13:43:00+05:30;43.6
2w;2019-05-28T13:44:00+05:30;40.4
2w;2019-05-28T13:45:00+05:30;38.8
2w;2019-05-28T13:46:00+05:30;39.2
2w;2019-05-28T13:47:00+05:30;40.2
2w;2019-05-28T13:48:00+05:30;38.2
2w;2019-05-28T13:49:00+05:30;42.2
2w;2019-05-28T13:50:00+05:30;44
2w;2019-05-28T13:51:00+05:30;46.6
2w;2019-05-28T13:52:00+05:30;45.6
2w;2019-05-28T13:53:00+05:30;47.4
2w;2019-05-28T13:54:00+05:30;47.6
2w;2019-05-28T13:55:00+05:30;48.6
2w;2019-05-28T13:56:00+05:30;47
2w;2019-05-28T13:57:00+05:30;48.2
2w;2019-05-28T13:58:00+05:30;49.8
2w;2019-05-28T13:59:00+05:30;46.2
2w;2019-05-28T14:00:00+05:30;46.6
2w;2019-05-28T14:01:00+05:30;47.2
2w;2019-05-28T14:02:00+05:30;46.8
2w;2019-05-28T14:03:00+05:30;43.8
2w;2019-05-28T14:04:00+05:30;42.4
2w;2019-05-28T14:05:00+05:30;42.4
2w;2019-05-28T14:06:00+05:30;41.4
2w;2019-05-28T14:07:00+05:30;43.4
2w;2019-05-28T14:08:00+05:30;45
2w;2019-05-28T14:09:00+05:30;50.4
2w;2019-05-28T14:10:00+05:30;50.2
2w;2019-05-28T14:11:00+05:30;49.2
2w;2019-05-28T14:12:00+05:30;47.2
2w;2019-05-28T14:13:00+05:30;46.2
2w;2019-05-28T14:14:00+05:30;43.2
2w;2019-05-28T14:15:00+05:30;45.2
2w;2019-05-28T14:16:00+05:30;47
2w;2019-05-28T14:17:00+05:30;48.6
2w;2019-05-28T14:18:00+05:30;48
2w;2019-05-28T14:19:00+05:30;50.2
2w;2019-05-28T14:20:00+05:30;48.4
2w;2019-05-28T14:21:00+05:30;48.6
2w;2019-05-28T14:22:00+05:30;47.6
2w;2019-05-28T14:23:00+05:30;49.8
