Series;Time;Value
1w;2019-05-24T09:43:00+05:30;2.4
1w;2019-05-24T09:44:00+05:30;2.2
1w;2019-05-24T09:45:00+05:30;2
1w;2019-05-24T09:46:00+05:30;1.6
1w;2019-05-24T09:47:00+05:30;2
1w;2019-05-24T09:48:00+05:30;2.2
1w;2019-05-24T09:49:00+05:30;2.4
1w;2019-05-24T09:50:00+05:30;2.4
1w;2019-05-24T09:51:00+05:30;2.4
1w;2019-05-24T09:52:00+05:30;2.6
1w;2019-05-24T09:53:00+05:30;2.4
1w;2019-05-24T09:54:00+05:30;2
1w;2019-05-24T09:55:00+05:30;2
1w;2019-05-24T09:56:00+05:30;2.6
1w;2019-05-24T09:57:00+05:30;2.6
1w;2019-05-24T09:58:00+05:30;2.4
1w;2019-05-24T09:59:00+05:30;2.8
1w;2019-05-24T10:00:00+05:30;2.8
1w;2019-05-24T10:01:00+05:30;3
1w;2019-05-24T10:02:00+05:30;3
1w;2019-05-24T10:03:00+05:30;3.4
1w;2019-05-24T10:04:00+05:30;4.2
1w;2019-05-24T10:05:00+05:30;4.2
1w;2019-05-24T10:06:00+05:30;3.6
1w;2019-05-24T10:07:00+05:30;3.4
1w;2019-05-24T10:08:00+05:30;3.4
1w;2019-05-24T10:09:00+05:30;2.4
1w;2019-05-24T10:10:00+05:30;3.4
1w;2019-05-24T10:11:00+05:30;3.6
1w;2019-05-24T10:12:00+05:30;3.8
1w;2019-05-24T10:13:00+05:30;4.2
1w;2019-05-24T10:14:00+05:30;5
1w;2019-05-24T10:15:00+05:30;4.4
1w;2019-05-24T10:16:00+05:30;4.6
1w;2019-05-24T10:17:00+05:30;4.2
1w;2019-05-24T10:18:00+05:30;3.8
1w;2019-05-24T10:19:00+05:30;3.8
1w;2019-05-24T10:20:00+05:30;4.6
1w;2019-05-24T10:21:00+05:30;5
1w;2019-05-24T10:22:00+05:30;5.6
1w;2019-05-24T10:23:00+05:30;6.2
1w;2019-05-24T10:24:00+05:30;6.6
1w;2019-05-24T10:25:00+05:30;6.6
1w;2019-05-24T10:26:00+05:30;6.8
1w;2019-05-24T10:27:00+05:30;6.8
1w;2019-05-24T10:28:00+05:30;7.2
1w;2019-05-24T10:29:00+05:30;7.2
1w;2019-05-24T10:30:00+05:30;7.4
1w;2019-05-24T10:31:00+05:30;7
1w;2019-05-24T10:32:00+05:30;6.8
1w;2019-05-24T10:33:00+05:30;6.4
1w;2019-05-24T10:34:00+05:30;6
1w;2019-05-24T10:35:00+05:30;5.6
1w;2019-05-24T10:36:00+05:30;6.2
1w;2019-05-24T10:37:00+05:30;6.8
1w;2019-05-24T10:38:00+05:30;7.6
1w;2019-05-24T10:39:00+05:30;7.4
1w;2019-05-24T10:40:00+05:30;8
1w;2019-05-24T10:41:00+05:30;8
1w;2019-05-24T10:42:00+05:30;9.4
1w;2019-05-24T10:43:00+05:30;8.8
1w;2019-05-24T10:44:00+05:30;9.4
1w;2019-05-24T10:45:00+05:30;8.8
1w;2019-05-24T10:46:00+05:30;9.4
1w;2019-05-24T10:47:00+05:30;8.6
1w;2019-05-24T10:48:00+05:30;8.2
1w;2019-05-24T10:49:00+05:30;7.8
1w;2019-05-24T10:50:00+05:30;8
1w;2019-05-24T10:51:00+05:30;8
1w;2019-05-24T10:52:00+05:30;7.8
1w;2019-05-24T10:53:00+05:30;8.4
1w;2019-05-24T10:54:00+05:30;9.6
1w;2019-05-24T10:55:00+05:30;9.4
1w;2019-05-24T10:56:00+05:30;10.4
1w;2019-05-24T10:57:00+05:30;11
1w;2019-05-24T10:58:00+05:30;11.6
1w;2019-05-24T10:59:00+05:30;11.6
1w;2019-05-24T11:00:00+05:30;11.4
1w;2019-05-24T11:01:00+05:30;10
1w;2019-05-24T11:02:00+05:30;9
1w;2019-05-24T11:03:00+05:30;8.4
1w;2019-05-24T11:04:00+05:30;7.2
1w;2019-05-24T11:05:00+05:30;8.2
1w;2019-05-24T11:06:00+05:30;8
1w;2019-05-24T11:07:00+05:30;9
1w;2019-05-24T11:08:00+05:30;9.6
1w;2019-05-24T11:09:00+05:30;11.4
1w;2019-05-24T11:10:00+05:30;13
1w;2019-05-24T11:11:00+05:30;13.8
1w;2019-05-24T11:12:00+05:30;13.6
1w;2019-05-24T11:13:00+05:30;14.2
1w;2019-05-24T11:14:00+05:30;13.8
1w;2019-05-24T11:15:00+05:30;11.4
1w;2019-05-24T11:16:00+05:30;12.2
1w;2019-05-24T11:17:00+05:30;12.6
1w;2019-05-24T11:18:00+05:30;12.2
1w;2019-05-24T11:19:00+05:30;12.8
1w;2019-05-24T11:20:00+05:30;13.8
1w;2019-05-24T11:21:00+05:30;12.2
1w;2019-05-24T11:22:00+05:30;12.8
1w;2019-05-24T11:23:00+05:30;13.4
1w;2019-05-24T11:24:00+05:30;13.8
1w;2019-05-24T11:25:00+05:30;14.8
1w;2019-05-24T11:26:00+05:30;18
1w;2019-05-24T11:27:00+05:30;19.8
1w;2019-05-24T11:28:00+05:30;19.2
1w;2019-05-24T11:29:00+05:30;19.6
1w;2019-05-24T11:30:00+05:30;20
1w;2019-05-24T11:31:00+05:30;18.4
1w;2019-05-24T11:32:00+05:30;16.2
1w;2019-05-24T11:33:00+05:30;16.2
1w;2019-05-24T11:34:00+05:30;16.6
1w;2019-05-24T11:35:00+05:30;16.4
1w;2019-05-24T11:36:00+05:30;19
1w;2019-05-24T11:37:00+05:30;19.2
1w;2019-05-24T11:38:00+05:30;21.8
1w;2019-05-24T11:39:00+05:30;22
1w;2019-05-24T11:40:00+05:30;23.8
1w;2019-05-24T11:41:00+05:30;23.8
1w;2019-05-24T11:42:00+05:30;22.2
1w;2019-05-24T11:43:00+05:30;20.4
1w;2019-05-24T11:44:00+05:30;19.8
1w;2019-05-24T11:45:00+05:30;18.4
1w;2019-05-24T11:46:00+05:30;16.6
1w;2019-05-24T11:47:00+05:30;19.4
1w;2019-05-24T11:48:00+05:30;19.4
1w;2019-05-24T11:49:00+05:30;19.2
1w;2019-05-24T11:50:00+05:30;21.2
1w;2019-05-24T11:51:00+05:30;21
1w;2019-05-24T11:52:00+05:30;23.8
1w;2019-05-24T11:53:00+05:30;26.4
1w;2019-05-24T11:54:00+05:30;26.6
1w;2019-05-24T11:55:00+05:30;26.2
1w;2019-05-24T11:56:00+05:30;28.2
1w;2019-05-24T11:57:00+05:30;24.6
1w;2019-05-24T11:58:00+05:30;23.8
1w;2019-05-24T11:59:00+05:30;24.8
1w;2019-05-24T12:00:00+05:30;26.2
1w;2019-05-24T12:01:00+05:30;24.6
1w;2019-05-24T12:02:00+05:30;28.2
1w;2019-05-24T12:03:00+05:30;28.2
1w;2019-05-24T12:04:00+05:30;26.4
1w;2019-05-24T12:05:00+05:30;24.8
1w;2019-05-24T12:06:00+05:30;23.8
1w;2019-05-24T12:07:00+05:30;21.6
1w;2019-05-24T12:08:00+05:30;20
1w;2019-05-24T12:09:00+05:30;21.2
1w;2019-05-24T12:10:00+05:30;22.2
1w;2019-05-24T12:11:00+05:30;27
1w;2019-05-24T12:12:00+05:30;26.2
1w;2019-05-24T12:13:00+05:30;28
1w;2019-05-24T12:14:00+05:30;28.2
1w;2019-05-24T12:15:00+05:30;28
1w;2019-05-24T12:16:00+05:30;23.6
1w;2019-05-24T12:17:00+05:30;23.4
1w;2019-05-24T12:18:00+05:30;24.8
1w;2019-05-24T12:19:00+05:30;25.2
1w;2019-05-24T12:20:00+05:30;26.6
1w;2019-05-24T12:21:00+05:30;27.8
1w;2019-05-24T12:22:00+05:30;30.4
1w;2019-05-24T12:23:00+05:30;29
1w;2019-05-24T12:24:00+05:30;29.6
1w;2019-05-24T12:25:00+05:30;27.4
1w;2019-05-24T12:26:00+05:30;30.2
1w;2019-05-24T12:27:00+05:30;30.6
1w;2019-05-24T12:28:00+05:30;31.6
1w;2019-05-24T12:29:00+05:30;32.4
1w;2019-05-24T12:30:00+05:30;33
1w;2019-05-24T12:31:00+05:30;30.8
1w;2019-05-24T12:32:00+05:30;30.4
1w;2019-05-24T12:33:00+05:30;30
1w;2019-05-24T12:34:00+05:30;30.4
1w;2019-05-24T12:35:00+05:30;31.6
1w;2019-05-24T12:36:00+05:30;31.4
1w;2019-05-24T12:37:00+05:30;32.4
1w;2019-05-24T12:38:00+05:30;32.2
1w;2019-05-24T12:39:00+05:30;29.6
1w;2019-05-24T12:40:00+05:30;26.4
1w;2019-05-24T12:41:00+05:30;26.2
1w;2019-05-24T12:42:00+05:30;22.8
1w;2019-05-24T12:43:00+05:30;23.8
1w;2019-05-24T12:44:00+05:30;27
1w;2019-05-24T12:45:00+05:30;30.2
1w;2019-05-24T12:46:00+05:30;30.6
1w;2019-05-24T12:47:00+05:30;32.4
1w;2019-05-24T12:48:00+05:30;30.6
1w;2019-05-24T12:49:00+05:30;29.6
1w;2019-05-24T12:50:00+05:30;29.4
1w;2019-05-24T12:51:00+05:30;29.2
1w;2019-05-24T12:52:00+05:30;32
1w;2019-05-24T12:53:00+05:30;31.6
1w;2019-05-24T12:54:00+05:30;32.2
1w;2019-05-24T12:55:00+05:30;31
1w;2019-05-24T12:56:00+05:30;31.4
1w;2019-05-24T12:57:00+05:30;29.4
1w;2019-05-24T12:58:00+05:30;30.8
1w;2019-05-24T12:59:00+05:30;30.8
1w;2019-05-24T13:00:00+05:30;32.8
1w;2019-05-24T13:01:00+05:30;36.6
1w;2019-05-24T13:02:00+05:30;37
1w;2019-05-24T13:03:00+05:30;39.4
1w;2019-05-24T13:04:00+05:30;39.2
1w;2019-05-24T13:05:00+05:30;37
1w;2019-05-24T13:06:00+05:30;35.8
1w;2019-05-24T13:07:00+05:30;34.8
1w;2019-05-24T13:08:00+05:30;31.4
1w;2019-05-24T13:09:00+05:30;31.8
1w;2019-05-24T13:10:00+05:30;33.8
1w;2019-05-24T13:11:00+05:30;32.2
1w;2019-05-24T13:12:00+05:30;33.2
1w;2019-05-24T13:13:00+05:30;35.8
1w;2019-05-24T13:14:00+05:30;36.8
1w;2019-05-24T13:15:00+05:30;38.2
1w;2019-05-24T13:16:00+05:30;37.8
1w;2019-05-24T13:17:00+05:30;36.6
1w;2019-05-24T13:18:00+05:30;37.4
1w;2019-05-24T13:19:00+05:30;36.8
1w;2019-05-24T13:20:00+05:30;33.8
1w;2019-05-24T13:21:00+05:30;35.6
1w;2019-05-24T13:22:00+05:30;36.6
1w;2019-05-24T13:23:00+05:30;36
1w;2019-05-24T13:24:00+05:30;32.4
1w;2019-05-24T13:25:00+05:30;33.4
1w;2019-05-24T13:26:00+05:30;30.2
1w;2019-05-24T13:27:00+05:30;31.4
1w;2019-05-24T13:28:00+05:30;32.8
1w;2019-05-24T13:29:00+05:30;36.8
1w;2019-05-24T13:30:00+05:30;37.4
1w;2019-05-24T13:31:00+05:30;37.4
1w;2019-05-24T13:32:00+05:30;37.6
1w;2019-05-24T13:33:00+05:30;38.2
1w;2019-05-24T13:34:00+05:30;37.6
1w;2019-05-24T13:35:00+05:30;37.6
1w;2019-05-24T13:36:00+05:30;40.4
1w;2019-05-24T13:37:00+05:30;38.6
1w;2019-05-24T13:38:00+05:30;37.4
1w;2019-05-24T13:39:00+05:30;38.4
1w;2019-05-24T13:40:00+05:30;38.6
1w;2019-05-24T13:41:00+05:30;39.4
1w;2019-05-24T13:42:00+05:30;42.2
1w;2019-05-24T13:43:00+05:30;41.4
1w;2019-05-24T13:44:00+05:30;40.8
1w;2019-05-24T13:45:00+05:30;41.4
1w;2019-05-24T13:46:00+05:30;42.6
1w;2019-05-24T13:47:00+05:30;42
1w;2019-05-24T13:48:00+05:30;44
1w;2019-05-24T13:49:00+05:30;46.4
1w;2019-05-24T13:50:00+05:30;47.4
1w;2019-05-24T13:51:00+05:30;46.6
1w;2019-05-24T13:52:00+05:30;47.2
1w;2019-05-24T13:53:00+05:30;44.2
1w;2019-05-24T13:54:00+05:30;43
1w;2019-05-24T13:55:00+05:30;41
1w;2019-05-24T13:56:00+05:30;42.8
1w;2019-05-24T13:57:00+05:30;42.8
1w;2019-05-24T13:58:00+05:30;46.6
1w;2019-05-24T13:59:00+05:30;46.8
1w;2019-05-24T14:00:00+05:30;47.6
1w;2019-05-24T14:01:00+05:30;45.2
1w;2019-05-24T14:02:00+05:30;45.2
1w;2019-05-24T14:03:00+05:30;44.6
1w;2019-05-24T14:04:00+05:30;42.6
1w;2019-05-24T14:05:00+05:30;43.8
1w;2019-05-24T14:06:00+05:30;42.6
1w;2019-05-24T14:07:00+05:30;41.6
1w;2019-05-24T14:08:00+05:30;40.2
1w;2019-05-24T14:09:00+05:30;43.2
1w;2019-05-24T14:10:00+05:30;44.6
1w;2019-05-24T14:11:00+05:30;45.4
1w;2019-05-24T14:12:00+05:30;45.2
1w;2019-05-24T14:13:00+05:30;46.2
1w;2019-05-24T14:14:00+05:30;44.8
1w;2019-05-24T14:15:00+05:30;41.4
1w;2019-05-24T14:16:00+05:30;45.2
1w;2019-05-24T14:17:00+05:30;47.8
1w;2019-05-24T14:18:00+05:30;50.2
1w;2019-05-24T14:19:00+05:30;51.8
1w;2019-05-24T14:20:00+05:30;54
1w;2019-05-24T14:21:00+05:30;54
1w;2019-05-24T14:22:00+05:30;53.8
1w;2019-05-24T14:23:00+05:30;50
1w;2019-05-24T14:24:00+05:30;50.8
1w;2019-05-24T14:25:00+05:30;51.4
1w;2019-05-24T14:26:00+05:30;51.6
1w;2019-05-24T14:27:00+05:30;51
1w;2019-05-24T14:28:00+05:30;54
1w;2019-05-24T14:29:00+05:30;55.4
1w;2019-05-24T14:30:00+05:30;57.6
1w;2019-05-24T14:31:00+05:30;57.8
1w;2019-05-24T14:32:00+05:30;58
1w;2019-05-24T14:33:00+05:30;58.2
1w;2019-05-24T14:34:00+05:30;56.2
1w;2019-05-24T14:35:00+05:30;56
1w;2019-05-24T14:36:00+05:30;54
1w;2019-05-24T14:37:00+05:30;54.4
1w;2019-05-24T14:38:00+05:30;55.4
1w;2019-05-24T14:39:00+05:30;57.8
1w;2019-05-24T14:40:00+05:30;56.4
1w;2019-05-24T14:41:00+05:30;58.6
1w;2019-05-24T14:42:00+05:30;58.4
1w;2019-05-24T14:43:00+05:30;55.8
1w;2019-05-24T14:44:00+05:30;54
1w;2019-05-24T14:45:00+05:30;55.6
1w;2019-05-24T14:46:00+05:30;55.8
1w;2019-05-24T14:47:00+05:30;55.4
1w;2019-05-24T14:48:00+05:30;61
1w;2019-05-24T14:49:00+05:30;61.4
1w;2019-05-24T14:50:00+05:30;59.4
1w;2019-05-24T14:51:00+05:30;58
1w;2019-05-24T14:52:00+05:30;59.4
1w;2019-05-24T14:53:00+05:30;56
1w;2019-05-24T14:54:00+05:30;58.4
1w;2019-05-24T14:55:00+05:30;60.6
1w;2019-05-24T14:56:00+05:30;59.6
1w;2019-05-24T14:57:00+05:30;60
1w;2019-05-24T14:58:00+05:30;57.2
1w;2019-05-24T14:59:00+05:30;53
1w;2019-05-24T15:00:00+05:30;51.4
1w;2019-05-24T15:01:00+05:30;53.2
1w;2019-05-24T15:02:00+05:30;55
1w;2019-05-24T15:03:00+05:30;56.2
1w;2019-05-24T15:04:00+05:30;59.2
1w;2019-05-24T15:05:00+05:30;60
1w;2019-05-24T15:06:00+05:30;60.2
1w;2019-05-24T15:07:00+05:30;59
1w;2019-05-24T15:08:00+05:30;57
1w;2019-05-24T15:09:00+05:30;58.6
1w;2019-05-24T15:10:00+05:30;59.4
1w;2019-05-24T15:11:00+05:30;59.4
1w;2019-05-24T15:12:00+05:30;57.8
1w;2019-05-24T15:13:00+05:30;60.4
1w;2019-05-24T15:14:00+05:30;57.4
1w;2019-05-24T15:15:00+05:30;57.6
1w;2019-05-24T15:16:00+05:30;57.2
1w;2019-05-24T15:17:00+05:30;57.8
1w;2019-05-24T15:18:00+05:30;58.6
1w;2019-05-24T15:19:00+05:30;57.2
1w;2019-05-24T15:20:00+05:30;56.2
1w;2019-05-24T15:21:00+05:30;56.4
1w;2019-05-24T15:22:00+05:30;58.2
1w;2019-05-24T15:23:00+05:30;57.8
1w;2019-05-24T15:24:00+05:30;57.2
1w;2019-05-24T15:25:00+05:30;56
1w;2019-05-24T15:26:00+05:30;57.4
1w;2019-05-24T15:27:00+05:30;54.2
1w;2019-05-24T15:28:00+05:30;52.8
1w;2019-05-24T15:29:00+05:30;56.6
1w;2019-05-24T15:30:00+05:30;58
1w;2019-05-24T15:31:00+05:30;57.4
1w;2019-05-24T15:32:00+05:30;57.6
1w;2019-05-24T15:33:00+05:30;58
1w;2019-05-24T15:34:00+05:30;56.6
1w;2019-05-24T15:35:00+05:30;55.6
1w;2019-05-24T15:36:00+05:30;55.4
1w;2019-05-24T15:37:00+05:30;56
1w;2019-05-24T15:38:00+05:30;57.6
1w;2019-05-24T15:39:00+05:30;57.4
1w;2019-05-24T15:40:00+05:30;58.8
1w;2019-05-24T15:41:00+05:30;57.2
1w;2019-05-24T15:42:00+05:30;59
1w;2019-05-24T15:43:00+05:30;60
1w;2019-05-24T15:44:00+05:30;60.6
1w;2019-05-24T15:45:00+05:30;59.4
1w;2019-05-24T15:46:00+05:30;60.8
1w;2019-05-24T15:47:00+05:30;60.4
1w;2019-05-24T15:48:00+05:30;56.6
1w;2019-05-24T15:49:00+05:30;56
1w;2019-05-24T15:50:00+05:30;53.8
1w;2019-05-24T15:51:00+05:30;54.4
1w;2019-05-24T15:52:00+05:30;54
1w;2019-05-24T15:53:00+05:30;56.6
1w;2019-05-24T15:54:00+05:30;56.8
1w;2019-05-24T15:55:00+05:30;59.6
1w;2019-05-24T15:56:00+05:30;60.2
1w;2019-05-24T15:57:00+05:30;62
1w;2019-05-24T15:58:00+05:30;60.6
1w;2019-05-24T15:59:00+05:30;61.6
1w;2019-05-24T16:00:00+05:30;61.6
1w;2019-05-24T16:01:00+05:30;60.4
1w;2019-05-24T16:02:00+05:30;58.8
1w;2019-05-24T16:03:00+05:30;59
1w;2019-05-24T16:04:00+05:30;58.4
1w;2019-05-24T16:05:00+05:30;59.6
1w;2019-05-24T16:06:00+05:30;60.6
1w;2019-05-24T16:07:00+05:30;62.4
1w;2019-05-24T16:08:00+05:30;64.6
1w;2019-05-24T16:09:00+05:30;68
1w;2019-05-24T16:10:00+05:30;65
1w;2019-05-24T16:11:00+05:30;65
1w;2019-05-24T16:12:00+05:30;61.8
1w;2019-05-24T16:13:00+05:30;62.2
1w;2019-05-24T16:14:00+05:30;59.8
1w;2019-05-24T16:15:00+05:30;65.2
1w;2019-05-24T16:16:00+05:30;65.8
1w;2019-05-24T16:17:00+05:30;71
1w;2019-05-24T16:18:00+05:30;76.6
1w;2019-05-24T16:19:00+05:30;82
1w;2019-05-24T16:20:00+05:30;84.6
1w;2019-05-24T16:21:00+05:30;86.2
1w;2019-05-24T16:22:00+05:30;86.6
1w;2019-05-24T16:23:00+05:30;80
1w;2019-05-24T16:24:00+05:30;73
1w;2019-05-24T16:25:00+05:30;63.4
1w;2019-05-24T16:26:00+05:30;59
1w;2019-05-24T16:27:00+05:30;55.4
1w;2019-05-24T16:28:00+05:30;56.2
1w;2019-05-24T16:29:00+05:30;56.4
1w;2019-05-24T16:30:00+05:30;57
1w;2019-05-24T16:31:00+05:30;56.2
1w;2019-05-24T16:32:00+05:30;55
1w;2019-05-24T16:33:00+05:30;52.6
1w;2019-05-24T16:34:00+05:30;52.4
1w;2019-05-24T16:35:00+05:30;56.4
1w;2019-05-24T16:36:00+05:30;60
1w;2019-05-24T16:37:00+05:30;59.8
1w;2019-05-24T16:38:00+05:30;61.2
1w;2019-05-24T16:39:00+05:30;62.2
1w;2019-05-24T16:40:00+05:30;60
1w;2019-05-24T16:41:00+05:30;57.8
1w;2019-05-24T16:42:00+05:30;56.8
1w;2019-05-24T16:43:00+05:30;56.2
1w;2019-05-24T16:44:00+05:30;55
1w;2019-05-24T16:45:00+05:30;52.2
1w;2019-05-24T16:46:00+05:30;50.4
1w;2019-05-24T16:47:00+05:30;49.2
1w;2019-05-24T16:48:00+05:30;49.6
1w;2019-05-24T16:49:00+05:30;49.4
1w;2019-05-24T16:50:00+05:30;49.4
1w;2019-05-24T16:51:00+05:30;53
1w;2019-05-24T16:52:00+05:30;56.6
1w;2019-05-24T16:53:00+05:30;54.4
1w;2019-05-24T16:54:00+05:30;51.4
1w;2019-05-24T16:55:00+05:30;53.2
1w;2019-05-24T16:56:00+05:30;51.4
1w;2019-05-24T16:57:00+05:30;47.8
1w;2019-05-24T16:58:00+05:30;49
1w;2019-05-24T16:59:00+05:30;50.8
1w;2019-05-24T17:00:00+05:30;48
1w;2019-05-24T17:01:00+05:30;47.2
1w;2019-05-24T17:02:00+05:30;50.8
1w;2019-05-24T17:03:00+05:30;52.2
1w;2019-05-24T17:04:00+05:30;52.8
1w;2019-05-24T17:05:00+05:30;56.2
1w;2019-05-24T17:06:00+05:30;59.2
1w;2019-05-24T17:07:00+05:30;57.4
1w;2019-05-24T17:08:00+05:30;56.8
1w;2019-05-24T17:09:00+05:30;58.4
1w;2019-05-24T17:10:00+05:30;61.4
1w;2019-05-24T17:11:00+05:30;56.4
1w;2019-05-24T17:12:00+05:30;58.6
1w;2019-05-24T17:13:00+05:30;58.6
1w;2019-05-24T17:14:00+05:30;55
1w;2019-05-24T17:15:00+05:30;53.6
1w;2019-05-24T17:16:00+05:30;56.4
1w;2019-05-24T17:17:00+05:30;54.6
1w;2019-05-24T17:18:00+05:30;55
1w;2019-05-24T17:19:00+05:30;57.6
1w;2019-05-24T17:20:00+05:30;56.2
1w;2019-05-24T17:21:00+05:30;57.2
1w;2019-05-24T17:22:00+05:30;58
1w;2019-05-24T17:23:00+05:30;58.8
1w;2019-05-24T17:24:00+05:30;58.8
1w;2019-05-24T17:25:00+05:30;58.4
1w;2019-05-24T17:26:00+05:30;57.4
1w;2019-05-24T17:27:00+05:30;57
1w;2019-05-24T17:28:00+05:30;53.8
1w;2019-05-24T17:29:00+05:30;52.4
1w;2019-05-24T17:30:00+05:30;51.8
1w;2019-05-24T17:31:00+05:30;48.8
1w;2019-05-24T17:32:00+05:30;49.6
1w;2019-05-24T17:33:00+05:30;53
1w;2019-05-24T17:34:00+05:30;59
1w;2019-05-24T17:35:00+05:30;61.6
1w;2019-05-24T17:36:00+05:30;64.8
1w;2019-05-24T17:37:00+05:30;66.2
1w;2019-05-24T17:38:00+05:30;63
1w;2019-05-24T17:39:00+05:30;59.4
1w;2019-05-24T17:40:00+05:30;59.8
1w;2019-05-24T17:41:00+05:30;58
1w;2019-05-24T17:42:00+05:30;55
1w;2019-05-24T17:43:00+05:30;57.2
1w;2019-05-24T17:44:00+05:30;57
1w;2019-05-24T17:45:00+05:30;54.4
1w;2019-05-24T17:46:00+05:30;56.6
1w;2019-05-24T17:47:00+05:30;56.8
1w;2019-05-24T17:48:00+05:30;57.2
1w;2019-05-24T17:49:00+05:30;59.2
1w;2019-05-24T17:50:00+05:30;60
1w;2019-05-24T17:51:00+05:30;56.8
1w;2019-05-24T17:52:00+05:30;57.2
1w;2019-05-24T17:53:00+05:30;60.6
1w;2019-05-24T17:54:00+05:30;58.8
1w;2019-05-24T17:55:00+05:30;61.6
1w;2019-05-24T17:56:00+05:30;65
1w;2019-05-24T17:57:00+05:30;64.4
1w;2019-05-24T17:58:00+05:30;59.8
1w;2019-05-24T17:59:00+05:30;59.2
1w;2019-05-24T18:00:00+05:30;57.6
1w;2019-05-24T18:01:00+05:30;56.6
1w;2019-05-24T18:02:00+05:30;59.2
1w;2019-05-24T18:03:00+05:30;61.2
1w;2019-05-24T18:04:00+05:30;59.2
1w;2019-05-24T18:05:00+05:30;57.2
1w;2019-05-24T18:06:00+05:30;55.2
1w;2019-05-24T18:07:00+05:30;54.2
1w;2019-05-24T18:08:00+05:30;54.4
1w;2019-05-24T18:09:00+05:30;58.6
1w;2019-05-24T18:10:00+05:30;59.4
1w;2019-05-24T18:11:00+05:30;59.6
1w;2019-05-24T18:12:00+05:30;61
1w;2019-05-24T18:13:00+05:30;57.6
1w;2019-05-24T18:14:00+05:30;56.6
1w;2019-05-24T18:15:00+05:30;54.8
1w;2019-05-24T18:16:00+05:30;57.2
1w;2019-05-24T18:17:00+05:30;57.6
1w;2019-05-24T18:18:00+05:30;61.4
1w;2019-05-24T18:19:00+05:30;61
1w;2019-05-24T18:20:00+05:30;63.2
1w;2019-05-24T18:21:00+05:30;63.8
1w;2019-05-24T18:22:00+05:30;62.2
1w;2019-05-24T18:23:00+05:30;62.8
1w;2019-05-24T18:24:00+05:30;61.2
1w;2019-05-24T18:25:00+05:30;62.4
1w;2019-05-24T18:26:00+05:30;64.2
1w;2019-05-24T18:27:00+05:30;64.6
1w;2019-05-24T18:28:00+05:30;62
1w;2019-05-24T18:29:00+05:30;64.6
1w;2019-05-24T18:30:00+05:30;63.8
1w;2019-05-24T18:31:00+05:30;63.2
1w;2019-05-24T18:32:00+05:30;59.8
1w;2019-05-24T18:33:00+05:30;60
1w;2019-05-24T18:34:00+05:30;58
1w;2019-05-24T18:35:00+05:30;57.4
1w;2019-05-24T18:36:00+05:30;56.6
1w;2019-05-24T18:37:00+05:30;61
1w;2019-05-24T18:38:00+05:30;60
1w;2019-05-24T18:39:00+05:30;60.2
1w;2019-05-24T18:40:00+05:30;59.8
1w;2019-05-24T18:41:00+05:30;58.4
1w;2019-05-24T18:42:00+05:30;56.8
1w;2019-05-24T18:43:00+05:30;56.6
1w;2019-05-24T18:44:00+05:30;57.2
1w;2019-05-24T18:45:00+05:30;64
1w;2019-05-24T18:46:00+05:30;65.6
1w;2019-05-24T18:47:00+05:30;68.4
1w;2019-05-24T18:48:00+05:30;71.4
1w;2019-05-24T18:49:00+05:30;71.4
1w;2019-05-24T18:50:00+05:30;67.2
1w;2019-05-24T18:51:00+05:30;65
1w;2019-05-24T18:52:00+05:30;61.4
1w;2019-05-24T18:53:00+05:30;61
1w;2019-05-24T18:54:00+05:30;63.6
1w;2019-05-24T18:55:00+05:30;63.4
1w;2019-05-24T18:56:00+05:30;67
1w;2019-05-24T18:57:00+05:30;68.6
1w;2019-05-24T18:58:00+05:30;68.2
1w;2019-05-24T18:59:00+05:30;66.2
1w;2019-05-24T19:00:00+05:30;63.8
1w;2019-05-24T19:01:00+05:30;60.4
1w;2019-05-24T19:02:00+05:30;59.2
1w;2019-05-24T19:03:00+05:30;54.6
1w;2019-05-24T19:04:00+05:30;55.4
1w;2019-05-24T19:05:00+05:30;56.8
1w;2019-05-24T19:06:00+05:30;57.8
1w;2019-05-24T19:07:00+05:30;55.4
1w;2019-05-24T19:08:00+05:30;58.8
1w;2019-05-24T19:09:00+05:30;57.8
1w;2019-05-24T19:10:00+05:30;54.8
1w;2019-05-24T19:11:00+05:30;53.8
1w;2019-05-24T19:12:00+05:30;56.2
1w;2019-05-24T19:13:00+05:30;56
1w;2019-05-24T19:14:00+05:30;51.6
1w;2019-05-24T19:15:00+05:30;52.8
1w;2019-05-24T19:16:00+05:30;50.4
1w;2019-05-24T19:17:00+05:30;52
1w;2019-05-24T19:18:00+05:30;53.6
1w;2019-05-24T19:19:00+05:30;57.4
1w;2019-05-24T19:20:00+05:30;58.8
1w;2019-05-24T19:21:00+05:30;60
1w;2019-05-24T19:22:00+05:30;59.6
1w;2019-05-24T19:23:00+05:30;57.6
1w;2019-05-24T19:24:00+05:30;59
1w;2019-05-24T19:25:00+05:30;59
1w;2019-05-24T19:26:00+05:30;62.2
1w;2019-05-24T19:27:00+05:30;63
1w;2019-05-24T19:28:00+05:30;64.2
1w;2019-05-24T19:29:00+05:30;62.2
1w;2019-05-24T19:30:00+05:30;60.8
1w;2019-05-24T19:31:00+05:30;59.2
1w;2019-05-24T19:32:00+05:30;56.2
1w;2019-05-24T19:33:00+05:30;54.6
1w;2019-05-24T19:34:00+05:30;53.2
